player_name,player_name,league_name,year,fee,market_value_in_eur,player_position,from_club_name,to_club_name,perf_before_goals,perf_before_assists,perf_before_minutes,perf_before_matches,perf_after_goals,perf_after_assists,perf_after_minutes,perf_after_matches,goal_change,assist_change
Yangel Herrera,Yangel Herrera,Primera Division,2023,5000000.0,5000000.0,Midfield,Man City,Girona,2.0,2.0,963.0,20.0,5.0,0.0,2107.0,29.0,3.0,-2.0
Tom Krauß,Tom Krauß,Bundesliga,2023,5000000.0,7000000.0,Midfield,RB Leipzig,1.FSV Mainz 05,2.0,0.0,2514.0,32.0,1.0,2.0,1346.0,29.0,-1.0,2.0
Jurrien Timber,Jurrien Timber,Premier League,2023,40000000.0,42000000.0,Defender,Ajax,Arsenal,,,,,0.0,0.0,71.0,2.0,,
Jessic Ngankam,Jessic Ngankam,Bundesliga,2023,4000000.0,5000000.0,Attack,Hertha BSC,E. Frankfurt,4.0,0.0,826.0,18.0,0.0,0.0,280.0,15.0,-4.0,0.0
Renan Lodi,Renan Lodi,Ligue 1,2023,20600000.0,20000000.0,Defender,Atlético Madrid,Marseille,,,,,0.0,0.0,1235.0,14.0,,
Tomas Cvancara,Tomas Cvancara,Bundesliga,2023,10500000.0,4000000.0,Attack,Sparta Prague,Bor. M'gladbach,,,,,4.0,1.0,896.0,21.0,,
Fabiano Parisi,Fabiano Parisi,Serie A,2023,10000000.0,10000000.0,Defender,FC Empoli,Fiorentina,2.0,0.0,2830.0,33.0,0.0,1.0,1454.0,21.0,-2.0,1.0
Ilario Monterisi,Ilario Monterisi,Serie A,2023,500000.0,300000.0,Defender,Lecce,Frosinone,,,,,2.0,2.0,1469.0,24.0,,
Romain Faivre,Romain Faivre,Ligue 1,2023,0.0,10000000.0,Midfield,Bournemouth,FC Lorient,5.0,3.0,1246.0,16.0,5.0,1.0,1453.0,17.0,0.0,-2.0
Martín Satriano,Martín Satriano,Ligue 1,2023,0.0,7000000.0,Attack,Inter,Stade Brestois,,,,,4.0,4.0,1864.0,33.0,,
Étienne Camara,Étienne Camara,Serie A,2023,2000000.0,500000.0,Midfield,Huddersfield,Udinese,,,,,,,,,,
Óscar Cortés,Óscar Cortés,Ligue 1,2023,4500000.0,4200000.0,Attack,Millonarios,Lens,,,,,1.0,1.0,44.0,4.0,,
Ashley Young,Ashley Young,Premier League,2023,0.0,600000.0,Defender,Aston Villa,Everton,1.0,0.0,2036.0,29.0,0.0,0.0,2280.0,31.0,-1.0,0.0
Raffaele Di Gennaro,Raffaele Di Gennaro,Serie A,2023,0.0,350000.0,Goalkeeper,AS Gubbio,Inter,,,,,0.0,0.0,23.0,1.0,,
Matteo Grandi,Matteo Grandi,Serie A,2023,0.0,225000.0,Goalkeeper,Sangiuliano,Venezia,,,,,,,,,,
Riccardo Marchizza,Riccardo Marchizza,Serie A,2023,1300000.0,1000000.0,Defender,Sassuolo,Frosinone,0.0,1.0,283.0,10.0,0.0,4.0,1148.0,13.0,0.0,3.0
Christian Pulisic,Christian Pulisic,Serie A,2023,20800000.0,25000000.0,Attack,Chelsea,AC Milan,,,,,12.0,8.0,2602.0,36.0,,
Abdou Harroui,Abdou Harroui,Serie A,2023,700000.0,2700000.0,Midfield,Sassuolo,Frosinone,2.0,0.0,647.0,23.0,3.0,3.0,1019.0,18.0,1.0,3.0
George Hirst,George Hirst,Premier League,2023,1750000.0,800000.0,Attack,Leicester,Ipswich,,,,,,,,,,
Daniel Boloca,Daniel Boloca,Serie A,2023,6000000.0,3500000.0,Midfield,Frosinone,Sassuolo,,,,,1.0,0.0,2022.0,30.0,,
Jamie Leweling,Jamie Leweling,Bundesliga,2023,0.0,3000000.0,Attack,Union Berlin,VfB Stuttgart,1.0,1.0,265.0,16.0,4.0,4.0,1523.0,34.0,3.0,3.0
Sepp van den Berg,Sepp van den Berg,Bundesliga,2023,0.0,5000000.0,Defender,Liverpool,1.FSV Mainz 05,1.0,0.0,696.0,9.0,3.0,0.0,2839.0,33.0,2.0,0.0
Stefano Turati,Stefano Turati,Serie A,2023,0.0,4500000.0,Goalkeeper,Sassuolo,Frosinone,,,,,0.0,0.0,2745.0,31.0,,
Anis Slimane,Anis Slimane,Premier League,2023,2700000.0,2500000.0,Midfield,Bröndby IF,Sheff Utd,,,,,0.0,0.0,419.0,15.0,,
Romain Faivre,Romain Faivre,Premier League,2023,15000000.0,10000000.0,Midfield,Olympique Lyon,Bournemouth,,,,,0.0,0.0,41.0,5.0,,
Savinho,Savinho,Primera Division,2023,0.0,5000000.0,Attack,Troyes,Girona,,,,,9.0,10.0,2976.0,37.0,,
Daler Kuzyaev,Daler Kuzyaev,Ligue 1,2023,0.0,10000000.0,Midfield,Zenit S-Pb,Le Havre AC,,,,,2.0,2.0,2090.0,30.0,,
Phillip Tietz,Phillip Tietz,Bundesliga,2023,2200000.0,2700000.0,Attack,Darmstadt 98,FC Augsburg,,,,,8.0,4.0,2382.0,34.0,,
Pau Torres,Pau Torres,Premier League,2023,33000000.0,45000000.0,Defender,Villarreal,Aston Villa,,,,,2.0,0.0,2464.0,29.0,,
Yann Bisseck,Yann Bisseck,Serie A,2023,7200000.0,5000000.0,Defender,Aarhus GF,Inter,,,,,,,,,,
Mattia Viti,Mattia Viti,Serie A,2023,0.0,7000000.0,Defender,OGC Nice,Sassuolo,0.0,0.0,453.0,16.0,1.0,0.0,979.0,15.0,1.0,0.0
Andy Pelmard,Andy Pelmard,Ligue 1,2023,1900000.0,4300000.0,Defender,FC Basel,Clermont Foot,,,,,0.0,0.0,2989.0,34.0,,
Cher Ndour,Cher Ndour,Ligue 1,2023,0.0,1500000.0,Midfield,Benfica B,Paris SG,,,,,0.0,0.0,28.0,3.0,,
Daley Sinkgraven,Daley Sinkgraven,Primera Division,2023,0.0,2500000.0,Defender,B. Leverkusen,UD Las Palmas,,,,,0.0,0.0,374.0,10.0,,
Franck Honorat,Franck Honorat,Bundesliga,2023,8000000.0,10000000.0,Attack,Stade Brestois,Bor. M'gladbach,,,,,3.0,9.0,2345.0,32.0,,
Ryan Manning,Ryan Manning,Premier League,2023,0.0,2500000.0,Defender,Swansea,Southampton,,,,,,,,,,
Woo-yeong Jeong,Woo-yeong Jeong,Bundesliga,2023,3800000.0,3500000.0,Midfield,SC Freiburg,VfB Stuttgart,,,,,,,,,,
Jordi Mboula,Jordi Mboula,Serie A,2023,0.0,1200000.0,Attack,RCD Mallorca,Hellas Verona,,,,,0.0,1.0,307.0,11.0,,
Manor Solomon,Manor Solomon,Premier League,2023,0.0,18000000.0,Attack,Shakhtar D.,Tottenham,4.0,0.0,572.0,19.0,0.0,2.0,199.0,5.0,-4.0,2.0
Julián Chicco,Julián Chicco,Primera Division,2023,0.0,650000.0,Midfield,Colon,CD Leganés,,,,,,,,,,
David Datro Fofana,David Datro Fofana,Bundesliga,2023,0.0,10000000.0,Attack,Chelsea,Union Berlin,,,,,1.0,0.0,682.0,12.0,,
Daniel Maldini,Daniel Maldini,Serie A,2023,0.0,3000000.0,Midfield,AC Milan,FC Empoli,2.0,0.0,628.0,18.0,0.0,0.0,263.0,7.0,-2.0,0.0
Michel Adopo,Michel Adopo,Serie A,2023,0.0,500000.0,Midfield,Torino,Atalanta BC,,,,,,,,,,
Lucas Hernández,Lucas Hernández,Ligue 1,2023,45000000.0,45000000.0,Defender,Bayern Munich,Paris SG,,,,,1.0,1.0,1909.0,27.0,,
Brenden Aaronson,Brenden Aaronson,Bundesliga,2023,0.0,25000000.0,Midfield,Leeds,Union Berlin,,,,,2.0,2.0,1267.0,30.0,,
Ander Guevara,Ander Guevara,Primera Division,2023,1800000.0,2500000.0,Midfield,Real Sociedad,Alavés,0.0,0.0,221.0,8.0,1.0,0.0,2932.0,37.0,1.0,0.0
Harpreet Ghotra,Harpreet Ghotra,Bundesliga,2023,,,Midfield,E. Frankfurt II,E. Frankfurt,,,,,,,,,,
Pepelu,Pepelu,Primera Division,2023,5000000.0,3000000.0,Midfield,Levante,Valencia,,,,,,,,,,
Kang-in Lee,Kang-in Lee,Ligue 1,2023,22000000.0,22000000.0,Attack,RCD Mallorca,Paris SG,,,,,,,,,,
Cieran Slicker,Cieran Slicker,Premier League,2023,,,Goalkeeper,Man City U21,Ipswich,,,,,,,,,,
Daley Blind,Daley Blind,Primera Division,2023,0.0,3000000.0,Defender,Bayern Munich,Girona,,,,,1.0,2.0,2972.0,34.0,,
Roberto Gagliardini,Roberto Gagliardini,Serie A,2023,0.0,4000000.0,Midfield,Inter,Monza,0.0,0.0,783.0,19.0,1.0,2.0,2360.0,33.0,1.0,2.0
Marin Šverko,Marin Šverko,Serie A,2023,250000.0,400000.0,Defender,FC Groningen,Venezia,,,,,,,,,,
Mitchel Bakker,Mitchel Bakker,Serie A,2023,9500000.0,9000000.0,Defender,B. Leverkusen,Atalanta BC,,,,,1.0,0.0,382.0,14.0,,
Teddy Teuma,Teddy Teuma,Ligue 1,2023,5050000.0,5000000.0,Midfield,Union SG,Stade Reims,,,,,6.0,3.0,2113.0,28.0,,
Samuele Mulattieri,Samuele Mulattieri,Serie A,2023,6000000.0,4500000.0,Attack,Inter,Sassuolo,,,,,0.0,0.0,462.0,27.0,,
Marco Brescianini,Marco Brescianini,Serie A,2023,1200000.0,900000.0,Midfield,AC Milan,Frosinone,,,,,4.0,2.0,2321.0,36.0,,
Cristian Cásseres Jr.,Cristian Cásseres Jr.,Ligue 1,2023,1000000.0,3500000.0,Midfield,New York,Toulouse,,,,,1.0,3.0,1946.0,32.0,,
Manuel Ugarte,Manuel Ugarte,Ligue 1,2023,60000000.0,50000000.0,Midfield,Sporting CP,Paris SG,,,,,0.0,2.0,1932.0,25.0,,
Belmin Dizdarevic,Belmin Dizdarevic,Ligue 1,2023,150000.0,200000.0,Goalkeeper,FK Sarajevo,Montpellier,,,,,,,,,,
Morgan Rogers,Morgan Rogers,Premier League,2023,1200000.0,1800000.0,Midfield,Man City U21,Middlesbrough,,,,,3.0,1.0,638.0,11.0,,
Enzo Boyomo,Enzo Boyomo,Primera Division,2023,1800000.0,1200000.0,Defender,Albacete,Real Valladolid,,,,,,,,,,
Lorenzo Lucca,Lorenzo Lucca,Serie A,2023,0.0,5000000.0,Attack,Pisa,Udinese,,,,,8.0,4.0,2592.0,37.0,,
Enzo Le Fée,Enzo Le Fée,Ligue 1,2023,20000000.0,20000000.0,Midfield,FC Lorient,Stade Rennais,5.0,6.0,3028.0,35.0,0.0,1.0,1527.0,25.0,-5.0,-5.0
Nathan Buayi-Kiala,Nathan Buayi-Kiala,Ligue 1,2023,0.0,200000.0,Midfield,Parma,AJ Auxerre,,,,,,,,,,
César Azpilicueta,César Azpilicueta,Primera Division,2023,0.0,5000000.0,Defender,Chelsea,Atlético Madrid,,,,,0.0,2.0,1423.0,25.0,,
Sead Kolasinac,Sead Kolasinac,Serie A,2023,0.0,8000000.0,Defender,Marseille,Atalanta BC,,,,,1.0,0.0,2178.0,30.0,,
Granit Xhaka,Granit Xhaka,Bundesliga,2023,15000000.0,20000000.0,Midfield,Arsenal,B. Leverkusen,,,,,3.0,0.0,2821.0,33.0,,
Marius Bülter,Marius Bülter,Bundesliga,2023,3000000.0,3000000.0,Attack,FC Schalke 04,TSG Hoffenheim,11.0,1.0,2598.0,33.0,1.0,4.0,1351.0,30.0,-10.0,3.0
Clinton Mata,Clinton Mata,Ligue 1,2023,5000000.0,4500000.0,Defender,Club Brugge,Olympique Lyon,,,,,0.0,3.0,2220.0,28.0,,
Milan Škriniar,Milan Škriniar,Ligue 1,2023,0.0,50000000.0,Defender,Inter,Paris SG,,,,,0.0,0.0,1629.0,24.0,,
Ayoze Pérez,Ayoze Pérez,Primera Division,2023,0.0,6000000.0,Attack,Leicester,Real Betis,3.0,1.0,1386.0,19.0,9.0,1.0,2294.0,31.0,6.0,0.0
Marco Asensio,Marco Asensio,Ligue 1,2023,0.0,25000000.0,Attack,Real Madrid,Paris SG,,,,,4.0,5.0,1113.0,19.0,,
Robin Koch,Robin Koch,Bundesliga,2023,0.0,18000000.0,Defender,Leeds,E. Frankfurt,2.0,3.0,2873.0,32.0,2.0,0.0,2738.0,31.0,0.0,-3.0
Davide Frattesi,Davide Frattesi,Serie A,2023,0.0,25000000.0,Midfield,Sassuolo,Inter,7.0,0.0,2873.0,36.0,6.0,3.0,955.0,32.0,-1.0,3.0
Edgar González,Edgar González,Primera Division,2023,4500000.0,9000000.0,Defender,Real Betis,UD Almería,0.0,0.0,1772.0,25.0,2.0,0.0,2522.0,31.0,2.0,0.0
Marvin Cuni,Marvin Cuni,Serie A,2023,1000000.0,400000.0,Attack,FC Bayern II,Frosinone,,,,,1.0,0.0,534.0,22.0,,
Sergi Altimira,Sergi Altimira,Primera Division,2023,0.0,300000.0,Midfield,CE Sabadell ,Getafe,,,,,1.0,0.0,568.0,14.0,,
Ibrahim Sissoko,Ibrahim Sissoko,Ligue 1,2023,0.0,2200000.0,Attack,FC Sochaux,Saint-Étienne,0.0,2.0,1310.0,26.0,0.0,1.0,1642.0,27.0,0.0,-1.0
Hugo Barbet,Hugo Barbet,Ligue 1,2023,0.0,250000.0,Goalkeeper,Guingamp,FC Nantes,,,,,,,,,,
Luka Romero,Luka Romero,Serie A,2023,0.0,3000000.0,Attack,Lazio,AC Milan,1.0,0.0,151.0,6.0,0.0,0.0,88.0,4.0,-1.0,0.0
Arda Güler,Arda Güler,Primera Division,2023,20000000.0,15000000.0,Attack,Fenerbahce,Real Madrid,,,,,6.0,0.0,377.0,10.0,,
Jonas Hofmann,Jonas Hofmann,Bundesliga,2023,10000000.0,13000000.0,Midfield,Bor. M'gladbach,B. Leverkusen,12.0,9.0,2680.0,31.0,5.0,7.0,2204.0,32.0,-7.0,-2.0
Armando Izzo,Armando Izzo,Serie A,2023,3000000.0,3000000.0,Defender,Torino,Monza,1.0,0.0,2466.0,30.0,0.0,0.0,1650.0,23.0,-1.0,0.0
Aridane Hernández,Aridane Hernández,Primera Division,2023,0.0,1000000.0,Defender,CA Osasuna,Rayo Vallecano,0.0,1.0,1793.0,23.0,0.0,0.0,1690.0,19.0,0.0,-1.0
Nicola Leali,Nicola Leali,Serie A,2023,0.0,900000.0,Goalkeeper,Ascoli,Genoa,,,,,0.0,0.0,176.0,3.0,,
Iñigo Martínez,Iñigo Martínez,Primera Division,2023,0.0,10000000.0,Defender,Athletic,Barcelona,1.0,0.0,1338.0,15.0,0.0,0.0,1296.0,20.0,-1.0,0.0
Gauthier Gallon,Gauthier Gallon,Ligue 1,2023,,2000000.0,Goalkeeper,Troyes,Stade Rennais,0.0,0.0,2667.0,30.0,,,,,,
Ludovic Blas,Ludovic Blas,Ligue 1,2023,15000000.0,20000000.0,Attack,FC Nantes,Stade Rennais,7.0,5.0,2813.0,37.0,4.0,1.0,1563.0,29.0,-3.0,-4.0
Ellyes Skhiri,Ellyes Skhiri,Bundesliga,2023,0.0,13000000.0,Midfield,1.FC Köln,E. Frankfurt,7.0,1.0,2856.0,32.0,2.0,2.0,2168.0,27.0,-5.0,1.0
Masaya Okugawa,Masaya Okugawa,Bundesliga,2023,0.0,2500000.0,Attack,Arm. Bielefeld,FC Augsburg,,,,,0.0,0.0,32.0,2.0,,
Daniele Sommariva,Daniele Sommariva,Serie A,2023,100000.0,100000.0,Goalkeeper,Pescara,Genoa,,,,,0.0,0.0,5.0,1.0,,
Çağlar Söyüncü,Çağlar Söyüncü,Primera Division,2023,0.0,15000000.0,Defender,Leicester,Atlético Madrid,,,,,0.0,0.0,114.0,6.0,,
Mason Mount,Mason Mount,Premier League,2023,64200000.0,60000000.0,Midfield,Chelsea,Man Utd,3.0,2.0,1648.0,24.0,1.0,0.0,516.0,14.0,-2.0,-2.0
Fraser Hornby,Fraser Hornby,Bundesliga,2023,1800000.0,1000000.0,Attack,Stade Reims,Darmstadt 98,,,,,0.0,0.0,217.0,7.0,,
Javi Hernández,Javi Hernández,Primera Division,2023,0.0,2500000.0,Defender,CD Leganés,Cádiz CF,1.0,2.0,1116.0,25.0,1.0,2.0,2514.0,30.0,0.0,0.0
Daniel Fuzato,Daniel Fuzato,Primera Division,2023,0.0,1000000.0,Goalkeeper,UD Ibiza,Getafe,,,,,0.0,0.0,7.0,1.0,,
Doğan Alemdar,Doğan Alemdar,Ligue 1,2023,0.0,4000000.0,Goalkeeper,Stade Rennais,Troyes,0.0,0.0,406.0,6.0,,,,,,
Jonas Urbig,Jonas Urbig,Bundesliga,2023,0.0,1500000.0,Goalkeeper,1.FC Köln,Greuther Fürth,,,,,,,,,,
Tiago Tomás,Tiago Tomás,Bundesliga,2023,8000000.0,7000000.0,Attack,Sporting CP,VfL Wolfsburg,3.0,3.0,1291.0,27.0,1.0,1.0,1032.0,26.0,-2.0,-2.0
Javier Martón,Javier Martón,Primera Division,2023,0.0,300000.0,Attack,Real Sociedad B,Athletic,,,,,,,,,,
Simon Elisor,Simon Elisor,Ligue 1,2023,400000.0,800000.0,Attack,RFC Seraing,FC Metz,,,,,1.0,0.0,767.0,14.0,,
Tiago Santos,Tiago Santos,Ligue 1,2023,6500000.0,3500000.0,Defender,Estoril Praia,LOSC Lille,,,,,1.0,2.0,2365.0,29.0,,
Skelly Alvero,Skelly Alvero,Ligue 1,2023,4000000.0,3000000.0,Midfield,FC Sochaux,Olympique Lyon,,,,,1.0,0.0,426.0,8.0,,
Danel Sinani,Danel Sinani,Bundesliga,2023,0.0,1000000.0,Attack,Norwich,FC St. Pauli,,,,,,,,,,
Yoann Salmier,Yoann Salmier,Ligue 1,2023,0.0,2000000.0,Defender,Troyes,Le Havre AC,1.0,0.0,2646.0,32.0,1.0,1.0,1568.0,20.0,0.0,1.0
Ben Brereton Díaz,Ben Brereton Díaz,Primera Division,2023,0.0,16000000.0,Attack,Blackburn,Villarreal,,,,,0.0,0.0,270.0,14.0,,
Nathan Collins,Nathan Collins,Premier League,2023,26850000.0,22000000.0,Defender,Wolves,Brentford,0.0,0.0,1814.0,26.0,1.0,1.0,2652.0,32.0,1.0,1.0
Yoël Armougom,Yoël Armougom,Ligue 1,2023,,400000.0,Defender,FC Sochaux,Clermont Foot,,,,,0.0,0.0,234.0,5.0,,
Issa Soumaré,Issa Soumaré,Ligue 1,2023,400000.0,1000000.0,Attack,Beerschot VA,Le Havre AC,,,,,0.0,0.0,237.0,7.0,,
Kandet Diawara,Kandet Diawara,Ligue 1,2023,0.0,250000.0,Attack,APOEL Nicosia,Le Havre AC,,,,,,,,,,
Giorgio Cittadini,Giorgio Cittadini,Serie A,2023,0.0,3000000.0,Defender,Atalanta BC,Monza,,,,,0.0,0.0,106.0,5.0,,
Habib Keïta,Habib Keïta,Ligue 1,2023,1200000.0,650000.0,Midfield,Olympique Lyon,Clermont Foot,,,,,1.0,0.0,1278.0,27.0,,
Nathan Zézé,Nathan Zézé,Ligue 1,2023,,400000.0,Defender,FC Nantes B,FC Nantes,0.0,0.0,59.0,1.0,0.0,0.0,1022.0,13.0,0.0,0.0
Santiago Mouriño,Santiago Mouriño,Primera Division,2023,2700000.0,500000.0,Defender,Racing Club,Atlético Madrid,,,,,,,,,,
Tom King,Tom King,Premier League,2023,0.0,175000.0,Goalkeeper,Northampton,Wolves,,,,,,,,,,
Aarón Martín,Aarón Martín,Serie A,2023,0.0,7000000.0,Defender,1.FSV Mainz 05,Genoa,,,,,0.0,1.0,1376.0,22.0,,
Sandro Tonali,Sandro Tonali,Premier League,2023,58900000.0,50000000.0,Midfield,AC Milan,Newcastle,,,,,1.0,0.0,438.0,8.0,,
Darío Poveda,Darío Poveda,Primera Division,2023,0.0,600000.0,Attack,Getafe,CD Leganés,,,,,,,,,,
Felix Nmecha,Felix Nmecha,Bundesliga,2023,30000000.0,15000000.0,Midfield,VfL Wolfsburg,Bor. Dortmund,3.0,5.0,1836.0,30.0,1.0,2.0,1021.0,20.0,-2.0,-3.0
Mads Andersen,Mads Andersen,Premier League,2023,3500000.0,2000000.0,Defender,Barnsley FC,Luton,,,,,1.0,0.0,400.0,8.0,,
Giorgi Kvernadze,Giorgi Kvernadze,Serie A,2023,0.0,500000.0,Attack,Kolkheti Poti,Frosinone,,,,,0.0,0.0,63.0,5.0,,
Sam Beukema,Sam Beukema,Serie A,2023,7980000.0,4500000.0,Defender,AZ Alkmaar,Bologna,,,,,1.0,1.0,2547.0,30.0,,
Javi Galán,Javi Galán,Primera Division,2023,5000000.0,12000000.0,Defender,Celta de Vigo,Atlético Madrid,0.0,3.0,3160.0,37.0,0.0,0.0,88.0,5.0,0.0,-3.0
Marvin Pieringer,Marvin Pieringer,Bundesliga,2023,1800000.0,2000000.0,Attack,FC Schalke 04,Heidenheim,,,,,3.0,3.0,1513.0,31.0,,
Aliou Badji,Aliou Badji,Ligue 1,2023,3000000.0,1500000.0,Attack,Amiens SC,G. Bordeaux,,,,,,,,,,
Bart Verbruggen,Bart Verbruggen,Premier League,2023,20000000.0,10000000.0,Goalkeeper,RSC Anderlecht,Brighton,,,,,0.0,0.0,1890.0,21.0,,
Manu Sánchez,Manu Sánchez,Primera Division,2023,0.0,10000000.0,Defender,Atlético Madrid,Celta de Vigo,0.0,2.0,2124.0,31.0,0.0,5.0,1775.0,26.0,0.0,3.0
Ilias Akhomach,Ilias Akhomach,Primera Division,2023,0.0,3000000.0,Attack,Barça Atlètic,Villarreal,,,,,2.0,2.0,1511.0,31.0,,
Mergim Berisha,Mergim Berisha,Bundesliga,2023,4000000.0,12000000.0,Attack,Fenerbahce,FC Augsburg,9.0,4.0,1679.0,23.0,0.0,0.0,122.0,2.0,-9.0,-4.0
Nikola Moro,Nikola Moro,Serie A,2023,2500000.0,6500000.0,Midfield,Dynamo Moscow,Bologna,1.0,5.0,1226.0,26.0,1.0,0.0,840.0,23.0,0.0,-5.0
Yannik Engelhardt,Yannik Engelhardt,Bundesliga,2023,3800000.0,1200000.0,Midfield,SC Freiburg II,F. Düsseldorf,6.0,4.0,1866.0,29.0,2.0,1.0,1630.0,25.0,-4.0,-3.0
Matej Maglica,Matej Maglica,Bundesliga,2023,0.0,1000000.0,Defender,VfB Stuttgart,Darmstadt 98,,,,,1.0,0.0,1698.0,26.0,,
Dominik Szoboszlai,Dominik Szoboszlai,Premier League,2023,70000000.0,50000000.0,Midfield,RB Leipzig,Liverpool,,,,,3.0,2.0,2104.0,33.0,,
Jayden Braaf,Jayden Braaf,Serie A,2023,1000000.0,1000000.0,Attack,B. Dortmund II,Hellas Verona,0.0,0.0,288.0,6.0,,,,,,
Liam Delap,Liam Delap,Premier League,2023,0.0,5000000.0,Attack,Man City U21,Hull City,,,,,,,,,,
Andy Diouf,Andy Diouf,Ligue 1,2023,14000000.0,7000000.0,Midfield,FC Basel,Lens,,,,,1.0,0.0,1314.0,25.0,,
James Milner,James Milner,Premier League,2023,0.0,1500000.0,Midfield,Liverpool,Brighton,0.0,1.0,913.0,31.0,0.0,2.0,773.0,15.0,0.0,1.0
Ludovic Butelle,Ludovic Butelle,Ligue 1,2023,0.0,100000.0,Goalkeeper,Red Star FC,Stade Reims,,,,,,,,,,
Alessio Cragno,Alessio Cragno,Serie A,2023,3600000.0,3000000.0,Goalkeeper,Cagliari Calcio,Monza,0.0,0.0,90.0,1.0,0.0,0.0,270.0,3.0,0.0,0.0
Antonio Candreva,Antonio Candreva,Serie A,2023,500000.0,1500000.0,Midfield,Sampdoria,Salernitana,7.0,4.0,2726.0,35.0,6.0,6.0,2750.0,34.0,-1.0,2.0
Mateo Kovacic,Mateo Kovacic,Premier League,2023,29100000.0,38000000.0,Midfield,Chelsea,Man City,1.0,2.0,1707.0,27.0,1.0,0.0,1551.0,30.0,0.0,-2.0
İlkay Gündoğan,İlkay Gündoğan,Primera Division,2023,0.0,20000000.0,Midfield,Man City,Barcelona,,,,,5.0,9.0,2994.0,36.0,,
Kevin Strootman,Kevin Strootman,Serie A,2023,0.0,1300000.0,Midfield,Marseille,Genoa,,,,,0.0,2.0,1207.0,27.0,,
Joselu,Joselu,Primera Division,2023,0.0,6000000.0,Attack,Espanyol,Real Madrid,16.0,2.0,2990.0,34.0,10.0,2.0,1687.0,34.0,-6.0,0.0
Francesco Caputo,Francesco Caputo,Serie A,2023,1500000.0,1500000.0,Attack,Sampdoria,FC Empoli,5.0,4.0,1708.0,21.0,3.0,0.0,1268.0,20.0,-2.0,-4.0
Mauro Vigorito,Mauro Vigorito,Serie A,2023,0.0,150000.0,Goalkeeper,Cosenza,Como,,,,,,,,,,
Andreas Albers,Andreas Albers,Bundesliga,2023,0.0,350000.0,Attack,J. Regensburg,FC St. Pauli,,,,,,,,,,
Daniel Batz,Daniel Batz,Bundesliga,2023,,350000.0,Goalkeeper,Saarbrücken,1.FSV Mainz 05,,,,,0.0,0.0,360.0,4.0,,
Portu,Portu,Primera Division,2023,3500000.0,3500000.0,Attack,Real Sociedad,Getafe,0.0,3.0,1770.0,34.0,0.0,0.0,97.0,3.0,0.0,-3.0
Leart Paçarada,Leart Paçarada,Bundesliga,2023,0.0,2000000.0,Defender,FC St. Pauli,1.FC Köln,,,,,0.0,0.0,1075.0,17.0,,
Chris Wood,Chris Wood,Premier League,2023,17000000.0,8000000.0,Attack,Newcastle,Nottm Forest,2.0,0.0,446.0,18.0,14.0,1.0,1812.0,31.0,12.0,1.0
Philipp Max,Philipp Max,Bundesliga,2023,2000000.0,3000000.0,Defender,PSV Eindhoven,E. Frankfurt,0.0,1.0,694.0,10.0,1.0,2.0,1350.0,23.0,1.0,1.0
Marius Müller,Marius Müller,Bundesliga,2023,350000.0,1000000.0,Goalkeeper,FC Luzern,FC Schalke 04,11.0,1.0,2598.0,33.0,0.0,0.0,18.0,1.0,-11.0,-1.0
Nikola Dovedan,Nikola Dovedan,Bundesliga,2023,0.0,600000.0,Attack,Austria Vienna,Heidenheim,,,,,3.0,1.0,656.0,21.0,,
Andy Delort,Andy Delort,Ligue 1,2023,5000000.0,7000000.0,Attack,OGC Nice,FC Nantes,0.0,0.0,469.0,12.0,,,,,,
Loïc Nego,Loïc Nego,Ligue 1,2023,0.0,1000000.0,Defender,Fehérvár,Le Havre AC,,,,,0.0,3.0,1561.0,28.0,,
Marcel Engelhardt,Marcel Engelhardt,Bundesliga,2023,0.0,175000.0,Goalkeeper,FSV Zwickau,Holstein Kiel,,,,,,,,,,
Mark Flekken,Mark Flekken,Premier League,2023,13000000.0,10000000.0,Goalkeeper,SC Freiburg,Brentford,,,,,0.0,1.0,3285.0,37.0,,
Antoine Griezmann,Antoine Griezmann,Primera Division,2023,22000000.0,25000000.0,Attack,Barcelona,Atlético Madrid,15.0,16.0,2859.0,38.0,16.0,6.0,2644.0,33.0,1.0,-10.0
Iñigo Ruiz de Galarreta,Iñigo Ruiz de Galarreta,Primera Division,2023,0.0,3000000.0,Midfield,RCD Mallorca,Athletic,0.0,1.0,2449.0,30.0,1.0,1.0,2091.0,29.0,1.0,0.0
Geoffrey Kondogbia,Geoffrey Kondogbia,Ligue 1,2023,8000000.0,14000000.0,Midfield,Atlético Madrid,Marseille,,,,,0.0,0.0,1463.0,26.0,,
Conor Coady,Conor Coady,Premier League,2023,8700000.0,12000000.0,Defender,Wolves,Leicester,1.0,1.0,2096.0,24.0,,,,,,
Francesco Acerbi,Francesco Acerbi,Serie A,2023,4000000.0,4000000.0,Defender,Lazio,Inter,0.0,2.0,2425.0,31.0,3.0,1.0,2388.0,29.0,3.0,-1.0
Choco Lozano,Choco Lozano,Primera Division,2023,0.0,2500000.0,Attack,Cádiz CF,Getafe,,,,,,,,,,
Karol Mets,Karol Mets,Bundesliga,2023,450000.0,800000.0,Defender,FC Zürich,FC St. Pauli,,,,,,,,,,
Omar Mascarell,Omar Mascarell,Primera Division,2023,600000.0,3000000.0,Midfield,Elche CF,RCD Mallorca,0.0,1.0,2447.0,28.0,0.0,0.0,1571.0,29.0,0.0,-1.0
